Date,Region,Category,Product,Units,UnitPrice
2024-07-13,South,Sports,Football,9,713.77
2024-07-13,South,Clothing,Winter Jacket,2,1655.58
2024-07-13,South,Electronics,Bluetooth Speaker,2,1498.27
2024-07-13,East,Home & Kitchen,Air Purifier,1,6842.92
2024-07-13,West,Electronics,Smartwatch,3,3148.5
2024-07-14,West,Home & Kitchen,Vacuum Cleaner,2,4731.76
2024-07-15,North,Sports,Football,1,1124.86
2024-07-15,West,Clothing,Winter Jacket,6,2013.31
2024-07-15,West,Sports,Cycling Helmet,5,946.24
2024-07-16,East,Home & Kitchen,LED Table Lamp,3,566.68
2024-07-16,North,Clothing,Men's Cotton T-Shirt,8,639.28
2024-07-18,West,Sports,Cycling Helmet,5,1139.41
2024-07-18,North,Home & Kitchen,Electric Kettle,6,910.21
2024-07-19,South,Electronics,USB-C Charger 65W,4,1326.99
2024-07-20,West,Home & Kitchen,Non-Stick Cookware Set,4,2029.12
2024-07-20,South,Home & Kitchen,LED Table Lamp,4,437.34
2024-07-20,West,Clothing,Winter Jacket,4,2718.54
2024-07-21,South,Home & Kitchen,Electric Kettle,2,862.44
2024-07-21,South,Home & Kitchen,Electric Kettle,5,1268.72
2024-07-21,West,Clothing,Men's Cotton T-Shirt,8,590.94
2024-07-21,South,Electronics,USB-C Charger 65W,1,832.9
2024-07-22,West,Electronics,Bluetooth Speaker,8,2104.0
2024-07-22,West,Home & Kitchen,Vacuum Cleaner,7,5726.52
2024-07-22,East,Clothing,Winter Jacket,7,1803.82
2024-07-22,West,Clothing,Men's Cotton T-Shirt,8,624.09
2024-07-24,North,Electronics,Power Bank 20000mAh,6,1190.95
2024-07-24,North,Sports,Football,10,982.93
2024-07-24,North,Home & Kitchen,Vacuum Cleaner,3,5505.05
2024-07-25,South,Electronics,USB-C Charger 65W,1,831.31
2024-07-25,South,Home & Kitchen,Non-Stick Cookware Set,4,1707.53
2024-07-25,South,Sports,Football,1,873.65
2024-07-26,West,Clothing,Winter Jacket,1,3041.78
2024-07-26,West,Electronics,Bluetooth Speaker,4,1918.73
2024-07-28,South,Clothing,Men's Cotton T-Shirt,5,468.5
2024-07-28,East,Sports,Dumbbell Set 10kg,4,1828.49
2024-07-28,South,Electronics,Wireless Earbuds,3,2706.32
2024-07-28,North,Home & Kitchen,Electric Kettle,9,1237.25
2024-07-28,East,Electronics,Bluetooth Speaker,3,1393.19
2024-07-29,North,Clothing,Denim Jeans,2,1244.29
2024-07-29,West,Home & Kitchen,Air Purifier,1,8857.79
2024-07-29,West,Electronics,Bluetooth Speaker,3,2322.28
2024-07-30,South,Clothing,Winter Jacket,8,2983.79
2024-07-30,South,Sports,Cricket Bat,8,1347.88
2024-07-31,West,Electronics,Wireless Earbuds,3,2287.66
2024-07-31,South,Home & Kitchen,Non-Stick Cookware Set,8,1870.63
2024-08-01,South,Home & Kitchen,Non-Stick Cookware Set,6,1440.62
2024-08-01,North,Clothing,Winter Jacket,5,2061.45
2024-08-03,South,Sports,Yoga Mat,6,717.79
2024-08-04,North,Home & Kitchen,Non-Stick Cookware Set,3,2091.96
2024-08-04,North,Clothing,Winter Jacket,8,1651.86
2024-08-04,North,Sports,Cycling Helmet,7,1054.35
2024-08-04,West,Home & Kitchen,Vacuum Cleaner,3,4868.88
2024-08-07,North,Clothing,Winter Jacket,6,2074.18
2024-08-08,West,Clothing,Running Shoes,3,1907.11
2024-08-10,North,Home & Kitchen,Non-Stick Cookware Set,8,1708.64
2024-08-10,West,Sports,Yoga Mat,4,773.84
2024-08-11,South,Clothing,Men's Cotton T-Shirt,7,689.12
2024-08-11,North,Clothing,Men's Cotton T-Shirt,8,390.6
2024-08-12,North,Sports,Cricket Bat,1,1953.24
2024-08-12,West,Sports,Dumbbell Set 10kg,8,2646.3
2024-08-12,South,Home & Kitchen,Non-Stick Cookware Set,6,1456.02
2024-08-12,West,Electronics,Smartwatch,5,3278.99
2024-08-12,North,Electronics,Smartwatch,1,4474.32
2024-08-12,East,Clothing,Men's Cotton T-Shirt,5,603.54
2024-08-13,West,Electronics,USB-C Charger 65W,1,1205.71
2024-08-13,South,Electronics,USB-C Charger 65W,3,763.09
2024-08-13,West,Sports,Cricket Bat,8,1799.69
2024-08-13,North,Clothing,Winter Jacket,5,2006.11
2024-08-13,North,Electronics,Wireless Earbuds,7,1817.3
2024-08-13,West,Sports,Cricket Bat,5,1499.75
2024-08-14,South,Clothing,Running Shoes,3,3117.7
2024-08-14,South,Home & Kitchen,LED Table Lamp,3,551.79
2024-08-14,North,Clothing,Men's Cotton T-Shirt,2,532.4
2024-08-14,North,Clothing,Winter Jacket,5,1839.46
2024-08-15,South,Electronics,Wireless Earbuds,3,1891.96
2024-08-15,East,Electronics,Wireless Earbuds,2,3183.42
2024-08-16,South,Electronics,Bluetooth Speaker,5,1561.99
2024-08-16,East,Electronics,Power Bank 20000mAh,7,1468.54
2024-08-16,North,Home & Kitchen,Electric Kettle,3,1272.3
2024-08-18,West,Electronics,Bluetooth Speaker,2,2007.28
2024-08-18,West,Sports,Cycling Helmet,3,1567.47
2024-08-18,South,Sports,Football,7,971.31
2024-08-19,South,Electronics,Wireless Earbuds,5,1907.42
2024-08-19,West,Sports,Yoga Mat,4,659.35
2024-08-20,South,Home & Kitchen,Electric Kettle,4,1069.12
2024-08-20,East,Home & Kitchen,Air Purifier,7,5196.59
2024-08-20,North,Home & Kitchen,LED Table Lamp,2,760.64
2024-08-20,West,Electronics,Smartwatch,4,4200.56
2024-08-20,East,Sports,Football,5,798.73
2024-08-20,South,Home & Kitchen,Electric Kettle,6,1143.78
2024-08-20,South,Clothing,Running Shoes,1,2917.59
2024-08-20,North,Clothing,Winter Jacket,7,2675.92
2024-08-22,North,Electronics,Bluetooth Speaker,5,2617.26
2024-08-22,South,Sports,Cycling Helmet,2,941.1
2024-08-22,South,Clothing,Winter Jacket,1,2533.48
2024-08-23,North,Electronics,Power Bank 20000mAh,6,1646.46
2024-08-23,North,Clothing,Winter Jacket,6,2547.05
2024-08-23,East,Electronics,Bluetooth Speaker,6,2335.2
2024-08-23,North,Home & Kitchen,Electric Kettle,7,1222.74
2024-08-25,North,Home & Kitchen,Air Purifier,1,8758.18
2024-08-25,North,Electronics,Bluetooth Speaker,3,1289.66
2024-08-26,South,Electronics,Bluetooth Speaker,3,1354.9
2024-08-26,North,Home & Kitchen,Air Purifier,7,8840.86
2024-08-27,West,Home & Kitchen,Vacuum Cleaner,1,5649.02
2024-08-27,West,Home & Kitchen,Air Purifier,8,6469.91
2024-08-27,South,Sports,Cricket Bat,2,2128.8
2024-08-27,West,Home & Kitchen,Vacuum Cleaner,3,3447.96
2024-08-28,South,Sports,Football,1,676.73
2024-08-28,North,Home & Kitchen,Non-Stick Cookware Set,6,2184.18
2024-08-28,East,Clothing,Denim Jeans,7,1315.51
2024-08-28,West,Electronics,Power Bank 20000mAh,5,1572.58
2024-08-28,North,Sports,Dumbbell Set 10kg,9,1916.82
2024-08-29,West,Home & Kitchen,Vacuum Cleaner,3,3560.48
2024-08-29,North,Sports,Dumbbell Set 10kg,8,2281.09
2024-08-29,North,Electronics,Bluetooth Speaker,5,1526.08
2024-08-30,West,Sports,Football,3,846.73
2024-08-30,North,Home & Kitchen,LED Table Lamp,6,774.48
2024-08-31,West,Sports,Dumbbell Set 10kg,5,1917.52
2024-09-01,South,Electronics,Wireless Earbuds,2,2607.83
2024-09-01,West,Sports,Cricket Bat,8,2085.76
2024-09-01,West,Clothing,Winter Jacket,6,2206.94
2024-09-01,North,Sports,Dumbbell Set 10kg,1,2776.04
2024-09-02,East,Sports,Football,7,998.68
2024-09-02,West,Sports,Football,2,587.73
2024-09-03,South,Clothing,Men's Cotton T-Shirt,6,390.21
2024-09-04,West,Home & Kitchen,Vacuum Cleaner,5,6729.84
2024-09-04,South,Sports,Dumbbell Set 10kg,3,1998.66
2024-09-05,West,Electronics,USB-C Charger 65W,3,1161.83
2024-09-05,West,Clothing,Women's Kurti,8,745.48
2024-09-05,South,Home & Kitchen,Vacuum Cleaner,7,4173.57
2024-09-06,North,Clothing,Running Shoes,6,2080.59
2024-09-06,North,Clothing,Men's Cotton T-Shirt,5,364.98
2024-09-07,North,Clothing,Running Shoes,7,2447.36
2024-09-08,South,Electronics,Power Bank 20000mAh,6,1188.95
2024-09-08,South,Sports,Football,2,895.78
2024-09-08,North,Sports,Cricket Bat,8,1937.35
2024-09-12,South,Sports,Cycling Helmet,2,951.8
2024-09-12,North,Sports,Cricket Bat,9,1868.81
2024-09-13,South,Electronics,Power Bank 20000mAh,1,1496.41
2024-09-13,West,Sports,Cycling Helmet,1,735.78
2024-09-13,East,Home & Kitchen,Non-Stick Cookware Set,6,2446.56
2024-09-14,West,Home & Kitchen,LED Table Lamp,5,838.06
2024-09-15,North,Sports,Dumbbell Set 10kg,7,1563.26
2024-09-15,North,Clothing,Winter Jacket,1,2239.47
2024-09-15,East,Clothing,Winter Jacket,6,1656.31
2024-09-15,East,Home & Kitchen,Electric Kettle,7,1253.46
2024-09-16,North,Home & Kitchen,Non-Stick Cookware Set,6,2372.47
2024-09-17,North,Electronics,Smartwatch,2,5200.85
2024-09-17,North,Sports,Football,5,724.22
2024-09-18,North,Home & Kitchen,Air Purifier,3,4743.67
2024-09-20,South,Clothing,Men's Cotton T-Shirt,7,397.48
2024-09-21,North,Sports,Yoga Mat,2,569.04
2024-09-21,North,Clothing,Men's Cotton T-Shirt,8,521.0
2024-09-21,West,Clothing,Men's Cotton T-Shirt,8,410.51
2024-09-22,North,Clothing,Denim Jeans,7,1741.26
2024-09-22,South,Clothing,Winter Jacket,8,2812.98
2024-09-23,South,Sports,Cricket Bat,2,1655.0
2024-09-24,East,Sports,Cycling Helmet,7,1215.44
2024-09-24,South,Home & Kitchen,Vacuum Cleaner,3,5702.26
2024-09-25,North,Electronics,Smartwatch,5,5847.91
2024-09-28,South,Electronics,USB-C Charger 65W,1,778.31
2024-09-28,West,Home & Kitchen,Air Purifier,6,6083.15
2024-09-28,South,Home & Kitchen,Air Purifier,5,5623.25
2024-09-28,West,Home & Kitchen,Vacuum Cleaner,1,5007.98
2024-09-28,South,Home & Kitchen,LED Table Lamp,3,409.19
2024-09-29,South,Electronics,Wireless Earbuds,3,3062.78
2024-09-30,North,Clothing,Denim Jeans,1,1398.02
2024-09-30,North,Sports,Cycling Helmet,7,1331.47
2024-09-30,West,Home & Kitchen,Air Purifier,2,4613.72
2024-09-30,North,Electronics,USB-C Charger 65W,1,1190.62
2024-09-30,West,Clothing,Women's Kurti,5,1076.08
2024-09-30,West,Electronics,Smartwatch,5,3576.78
2024-10-01,North,Home & Kitchen,Non-Stick Cookware Set,6,1449.99
2024-10-01,South,Electronics,Power Bank 20000mAh,5,1426.1
2024-10-01,West,Electronics,Wireless Earbuds,6,2032.87
2024-10-01,South,Clothing,Denim Jeans,11,1002.56
2024-10-01,South,Sports,Cycling Helmet,5,1592.62
2024-10-02,South,Home & Kitchen,Vacuum Cleaner,7,4503.19
2024-10-02,South,Clothing,Denim Jeans,8,1460.84
2024-10-02,South,Sports,Football,5,725.61
2024-10-02,East,Home & Kitchen,Vacuum Cleaner,3,3593.22
2024-10-03,South,Clothing,Denim Jeans,8,1294.29
2024-10-03,West,Electronics,Bluetooth Speaker,3,2155.59
2024-10-03,West,Home & Kitchen,Non-Stick Cookware Set,6,1920.03
2024-10-03,South,Electronics,Power Bank 20000mAh,6,1687.34
2024-10-04,West,Home & Kitchen,Non-Stick Cookware Set,1,2262.5
2024-10-04,West,Electronics,Bluetooth Speaker,2,2185.77
2024-10-05,West,Home & Kitchen,Vacuum Cleaner,1,5604.31
2024-10-05,West,Clothing,Women's Kurti,4,542.85
2024-10-05,South,Sports,Cycling Helmet,4,922.76
2024-10-05,West,Home & Kitchen,Vacuum Cleaner,1,5936.01
2024-10-05,West,Electronics,Power Bank 20000mAh,6,1331.72
2024-10-05,South,Sports,Dumbbell Set 10kg,7,1980.22
2024-10-05,North,Sports,Cricket Bat,1,1651.38
2024-10-06,South,Home & Kitchen,LED Table Lamp,7,548.72
2024-10-06,West,Sports,Dumbbell Set 10kg,1,2181.13
2024-10-06,North,Clothing,Running Shoes,13,3685.95
2024-10-07,West,Sports,Dumbbell Set 10kg,8,2085.09
2024-10-07,East,Electronics,Bluetooth Speaker,7,2327.21
2024-10-08,South,Clothing,Denim Jeans,10,1767.93
2024-10-08,East,Electronics,Wireless Earbuds,1,3156.59
2024-10-08,West,Sports,Cycling Helmet,4,1385.67
2024-10-08,South,Clothing,Men's Cotton T-Shirt,4,392.51
2024-10-09,North,Electronics,Smartwatch,9,5257.48
2024-10-09,West,Sports,Football,4,1186.54
2024-10-09,West,Clothing,Running Shoes,3,2418.58
2024-10-09,South,Clothing,Women's Kurti,1,998.83
2024-10-09,West,Home & Kitchen,Vacuum Cleaner,8,5554.07
2024-10-10,West,Home & Kitchen,Non-Stick Cookware Set,3,1570.25
2024-10-10,West,Electronics,USB-C Charger 65W,5,758.71
2024-10-10,South,Sports,Yoga Mat,5,681.9
2024-10-11,West,Electronics,USB-C Charger 65W,6,1169.01
2024-10-11,North,Clothing,Men's Cotton T-Shirt,11,538.0
2024-10-12,North,Clothing,Denim Jeans,5,1566.83
2024-10-12,East,Electronics,Wireless Earbuds,3,2507.79
2024-10-12,West,Electronics,USB-C Charger 65W,5,985.34
2024-10-13,West,Sports,Cycling Helmet,4,1478.15
2024-10-13,East,Home & Kitchen,Air Purifier,6,8237.56
2024-10-13,South,Clothing,Running Shoes,10,2139.0
2024-10-13,East,Clothing,Denim Jeans,5,1219.76
2024-10-13,West,Sports,Cricket Bat,6,1906.45
2024-10-13,North,Home & Kitchen,LED Table Lamp,2,575.55
2024-10-14,North,Home & Kitchen,Vacuum Cleaner,2,5487.45
2024-10-14,East,Home & Kitchen,Electric Kettle,3,864.87
2024-10-14,North,Sports,Football,8,1079.9
2024-10-15,East,Sports,Cycling Helmet,5,1477.82
2024-10-15,North,Electronics,Wireless Earbuds,6,2711.58
2024-10-15,West,Electronics,Wireless Earbuds,4,2601.78
2024-10-15,West,Electronics,Bluetooth Speaker,6,2604.63
2024-10-16,West,Electronics,USB-C Charger 65W,5,1243.02
2024-10-16,West,Clothing,Men's Cotton T-Shirt,6,555.23
2024-10-16,West,Clothing,Winter Jacket,1,1871.99
2024-10-16,South,Clothing,Denim Jeans,6,1037.88
2024-10-16,North,Clothing,Denim Jeans,3,1065.72
2024-10-17,North,Electronics,Wireless Earbuds,1,2743.56
2024-10-17,North,Clothing,Denim Jeans,3,1704.84
2024-10-18,North,Sports,Cricket Bat,7,1136.39
2024-10-18,East,Clothing,Men's Cotton T-Shirt,10,410.52
2024-10-19,West,Sports,Dumbbell Set 10kg,7,1747.53
2024-10-19,East,Clothing,Denim Jeans,4,1761.95
2024-10-19,East,Sports,Cycling Helmet,7,1500.1
2024-10-19,East,Clothing,Women's Kurti,5,661.45
2024-10-19,East,Clothing,Denim Jeans,5,1517.69
2024-10-19,East,Clothing,Running Shoes,2,3241.63
2024-10-19,East,Clothing,Running Shoes,5,2284.63
2024-10-20,East,Electronics,Bluetooth Speaker,3,1299.4
2024-10-20,South,Sports,Football,7,978.25
2024-10-20,North,Sports,Cycling Helmet,7,1528.93
2024-10-20,West,Clothing,Winter Jacket,9,2263.59
2024-10-21,North,Sports,Football,7,709.03
2024-10-21,North,Home & Kitchen,LED Table Lamp,8,537.24
2024-10-21,East,Home & Kitchen,Vacuum Cleaner,5,4052.85
2024-10-21,North,Electronics,Bluetooth Speaker,2,2093.81
2024-10-21,West,Home & Kitchen,Air Purifier,8,7964.85
2024-10-22,North,Clothing,Denim Jeans,11,901.52
2024-10-22,West,Home & Kitchen,Electric Kettle,8,1297.18
2024-10-22,West,Clothing,Running Shoes,9,3588.31
2024-10-22,West,Sports,Yoga Mat,6,573.97
2024-10-23,South,Sports,Dumbbell Set 10kg,8,1948.66
2024-10-23,East,Clothing,Men's Cotton T-Shirt,4,533.48
2024-10-23,South,Electronics,Wireless Earbuds,2,2557.63
2024-10-25,South,Clothing,Denim Jeans,10,1016.06
2024-10-25,East,Home & Kitchen,Non-Stick Cookware Set,4,2553.9
2024-10-25,East,Clothing,Running Shoes,6,2135.44
2024-10-26,South,Clothing,Winter Jacket,11,1542.35
2024-10-27,North,Clothing,Women's Kurti,6,882.77
2024-10-28,West,Home & Kitchen,Non-Stick Cookware Set,3,2177.4
2024-10-28,North,Clothing,Running Shoes,3,3215.68
2024-10-28,North,Sports,Cycling Helmet,6,1371.22
2024-10-28,West,Clothing,Denim Jeans,12,994.09
2024-10-29,East,Clothing,Winter Jacket,1,3152.89
2024-10-29,North,Clothing,Winter Jacket,2,1717.4
2024-10-30,East,Electronics,Wireless Earbuds,3,3013.59
2024-10-30,East,Sports,Cycling Helmet,1,898.47
2024-10-30,West,Home & Kitchen,LED Table Lamp,1,751.73
2024-10-30,East,Clothing,Women's Kurti,1,1034.48
2024-11-01,East,Clothing,Men's Cotton T-Shirt,5,494.11
2024-11-02,East,Electronics,Power Bank 20000mAh,6,923.28
2024-11-02,North,Clothing,Men's Cotton T-Shirt,11,468.96
2024-11-02,North,Electronics,Wireless Earbuds,7,2874.29
2024-11-02,North,Clothing,Running Shoes,2,2519.48
2024-11-03,North,Home & Kitchen,LED Table Lamp,5,477.37
2024-11-03,North,Electronics,Smartwatch,9,5350.96
2024-11-03,East,Sports,Cricket Bat,1,1752.02
2024-11-04,South,Clothing,Winter Jacket,10,3146.83
2024-11-04,North,Electronics,Power Bank 20000mAh,2,1187.38
2024-11-05,West,Sports,Yoga Mat,2,826.4
2024-11-05,North,Clothing,Denim Jeans,13,1686.71
2024-11-05,East,Home & Kitchen,Vacuum Cleaner,7,6621.28
2024-11-05,North,Sports,Cricket Bat,8,1538.88
2024-11-06,South,Electronics,Smartwatch,2,6011.01
2024-11-07,West,Clothing,Denim Jeans,6,1222.13
2024-11-08,South,Electronics,Power Bank 20000mAh,6,1546.51
2024-11-08,South,Clothing,Denim Jeans,7,1248.67
2024-11-08,North,Home & Kitchen,Air Purifier,5,5892.61
2024-11-08,North,Sports,Cycling Helmet,7,1460.97
2024-11-08,East,Sports,Dumbbell Set 10kg,3,2557.59
2024-11-09,West,Electronics,USB-C Charger 65W,11,1376.77
2024-11-09,East,Electronics,Bluetooth Speaker,4,1391.11
2024-11-09,North,Clothing,Running Shoes,13,2081.29
2024-11-09,East,Home & Kitchen,Electric Kettle,3,788.59
2024-11-09,North,Home & Kitchen,LED Table Lamp,8,505.27
2024-11-09,East,Home & Kitchen,LED Table Lamp,4,606.45
2024-11-10,East,Clothing,Winter Jacket,8,1507.57
2024-11-10,North,Clothing,Running Shoes,5,2158.29
2024-11-10,South,Electronics,Smartwatch,2,5717.48
2024-11-11,South,Home & Kitchen,Vacuum Cleaner,8,5751.46
2024-11-11,North,Sports,Dumbbell Set 10kg,2,1682.02
2024-11-12,North,Home & Kitchen,Vacuum Cleaner,2,3364.97
2024-11-12,North,Sports,Cricket Bat,2,1216.31
2024-11-12,East,Home & Kitchen,Electric Kettle,2,787.58
2024-11-12,West,Clothing,Denim Jeans,3,1504.9
2024-11-12,West,Sports,Cycling Helmet,1,803.25
2024-11-12,North,Home & Kitchen,Non-Stick Cookware Set,3,2181.86
2024-11-13,West,Electronics,USB-C Charger 65W,3,1363.31
2024-11-13,West,Sports,Dumbbell Set 10kg,4,1541.04
2024-11-13,East,Sports,Cricket Bat,2,1026.67
2024-11-13,North,Clothing,Denim Jeans,3,1174.61
2024-11-14,East,Electronics,Wireless Earbuds,6,1985.44
2024-11-14,North,Sports,Yoga Mat,9,698.37
2024-11-15,West,Electronics,Smartwatch,11,3992.79
2024-11-15,West,Electronics,USB-C Charger 65W,3,1157.5
2024-11-15,West,Home & Kitchen,LED Table Lamp,3,890.67
2024-11-16,North,Sports,Cycling Helmet,2,911.29
2024-11-16,South,Home & Kitchen,Electric Kettle,2,1092.59
2024-11-16,West,Home & Kitchen,Air Purifier,6,4827.96
2024-11-17,South,Home & Kitchen,Electric Kettle,8,909.55
2024-11-18,South,Clothing,Women's Kurti,1,831.35
2024-11-18,East,Electronics,USB-C Charger 65W,3,715.26
2024-11-18,West,Electronics,Power Bank 20000mAh,8,1224.87
2024-11-20,North,Electronics,Power Bank 20000mAh,9,1713.08
2024-11-20,West,Electronics,Wireless Earbuds,6,2326.67
2024-11-20,East,Home & Kitchen,Vacuum Cleaner,3,5994.13
2024-11-21,East,Home & Kitchen,Electric Kettle,2,951.8
2024-11-22,East,Home & Kitchen,Non-Stick Cookware Set,7,1235.03
2024-11-22,North,Sports,Football,8,508.3
2024-11-22,West,Electronics,USB-C Charger 65W,2,1390.82
2024-11-22,South,Sports,Cricket Bat,3,1992.83
2024-11-22,West,Sports,Dumbbell Set 10kg,6,2508.82
2024-11-23,West,Electronics,Wireless Earbuds,6,2112.5
2024-11-23,South,Sports,Football,2,780.58
2024-11-23,East,Home & Kitchen,LED Table Lamp,3,878.68
2024-11-23,South,Home & Kitchen,LED Table Lamp,4,802.35
2024-11-24,West,Sports,Dumbbell Set 10kg,8,1854.69
2024-11-24,North,Sports,Football,7,618.49
2024-11-24,North,Home & Kitchen,Non-Stick Cookware Set,2,1261.29
2024-11-25,North,Sports,Dumbbell Set 10kg,5,2468.49
2024-11-25,South,Sports,Cycling Helmet,7,1067.43
2024-11-26,East,Electronics,Wireless Earbuds,5,2549.21
2024-11-26,North,Clothing,Women's Kurti,8,616.6
2024-11-26,East,Sports,Yoga Mat,2,489.89
2024-11-27,South,Clothing,Denim Jeans,1,1679.22
2024-11-28,South,Electronics,Wireless Earbuds,10,2573.78
2024-11-28,East,Clothing,Running Shoes,7,3220.71
2024-11-29,North,Sports,Cricket Bat,8,1725.22
2024-11-29,South,Clothing,Winter Jacket,6,2203.48
2024-12-01,East,Electronics,Power Bank 20000mAh,6,929.44
2024-12-01,West,Electronics,Smartwatch,13,4355.81
2024-12-01,West,Home & Kitchen,LED Table Lamp,8,883.25
2024-12-01,North,Electronics,Smartwatch,9,5618.69
2024-12-01,North,Electronics,Bluetooth Speaker,10,2185.95
2024-12-01,South,Electronics,Wireless Earbuds,8,2728.17
2024-12-02,North,Home & Kitchen,Non-Stick Cookware Set,6,2490.15
2024-12-02,East,Clothing,Denim Jeans,1,1587.64
2024-12-03,West,Clothing,Men's Cotton T-Shirt,1,458.13
2024-12-03,South,Clothing,Men's Cotton T-Shirt,7,541.69
2024-12-03,North,Home & Kitchen,Non-Stick Cookware Set,8,1523.64
2024-12-04,South,Home & Kitchen,Non-Stick Cookware Set,6,1217.71
2024-12-04,West,Sports,Cycling Helmet,1,916.6
2024-12-04,North,Electronics,USB-C Charger 65W,5,993.18
2024-12-05,South,Electronics,Bluetooth Speaker,10,1721.89
2024-12-05,North,Sports,Cycling Helmet,6,990.34
2024-12-05,North,Sports,Cycling Helmet,1,1463.21
2024-12-06,West,Home & Kitchen,LED Table Lamp,8,433.57
2024-12-08,West,Electronics,USB-C Charger 65W,13,1189.63
2024-12-08,South,Home & Kitchen,Non-Stick Cookware Set,1,1810.71
2024-12-08,East,Electronics,Power Bank 20000mAh,1,1129.91
2024-12-09,South,Electronics,Power Bank 20000mAh,2,1226.34
2024-12-09,West,Sports,Cycling Helmet,6,1237.27
2024-12-10,South,Home & Kitchen,Non-Stick Cookware Set,1,2244.13
2024-12-10,West,Sports,Football,2,655.46
2024-12-11,West,Electronics,Smartwatch,2,2676.15
2024-12-11,South,Clothing,Running Shoes,7,3185.87
2024-12-12,North,Sports,Football,6,939.47
2024-12-12,East,Home & Kitchen,Air Purifier,2,8330.61
2024-12-13,North,Clothing,Men's Cotton T-Shirt,13,362.18
2024-12-13,South,Sports,Cricket Bat,2,1646.1
2024-12-13,East,Sports,Dumbbell Set 10kg,5,2294.77
2024-12-13,South,Clothing,Denim Jeans,3,1289.56
2024-12-13,East,Clothing,Running Shoes,4,3758.75
2024-12-14,South,Electronics,USB-C Charger 65W,9,754.67
2024-12-15,West,Clothing,Winter Jacket,3,1528.37
2024-12-15,West,Sports,Dumbbell Set 10kg,3,2584.34
2024-12-15,West,Home & Kitchen,Electric Kettle,5,742.8
2024-12-15,West,Home & Kitchen,Air Purifier,2,6236.44
2024-12-15,East,Clothing,Winter Jacket,5,2750.23
2024-12-15,North,Sports,Cycling Helmet,6,990.34
2024-12-16,West,Home & Kitchen,Electric Kettle,7,1284.84
2024-12-16,North,Electronics,Smartwatch,14,5596.12
2024-12-16,West,Clothing,Winter Jacket,3,3008.91
2024-12-16,East,Home & Kitchen,LED Table Lamp,3,898.0
2024-12-17,North,Electronics,Smartwatch,9,2840.72
2024-12-17,North,Home & Kitchen,Vacuum Cleaner,7,3733.97
2024-12-17,West,Clothing,Denim Jeans,12,1223.33
2024-12-17,East,Home & Kitchen,Air Purifier,2,5534.16
2024-12-17,West,Clothing,Winter Jacket,12,2036.61
2024-12-18,West,Electronics,USB-C Charger 65W,9,737.59
2024-12-18,North,Clothing,Denim Jeans,8,984.01
2024-12-18,North,Home & Kitchen,Electric Kettle,1,1264.15
2024-12-18,North,Electronics,Bluetooth Speaker,2,1460.65
2024-12-18,North,Sports,Cricket Bat,1,1773.12
2024-12-19,North,Electronics,Bluetooth Speaker,7,2396.55
2024-12-19,North,Clothing,Men's Cotton T-Shirt,8,516.79
2024-12-19,East,Electronics,USB-C Charger 65W,1,1211.55
2024-12-20,West,Sports,Yoga Mat,7,877.07
2024-12-20,North,Sports,Cricket Bat,2,1789.76
2024-12-22,North,Home & Kitchen,Vacuum Cleaner,8,5593.75
2024-12-22,East,Clothing,Denim Jeans,2,1488.36
2024-12-23,North,Clothing,Winter Jacket,2,2475.91
2024-12-23,North,Sports,Dumbbell Set 10kg,2,2181.7
2024-12-23,West,Sports,Dumbbell Set 10kg,8,2526.42
2024-12-24,North,Electronics,Smartwatch,10,4175.12
2024-12-24,West,Home & Kitchen,Vacuum Cleaner,4,3923.2
2024-12-24,West,Home & Kitchen,LED Table Lamp,5,625.36
2024-12-25,East,Electronics,USB-C Charger 65W,5,814.38
2024-12-25,West,Sports,Yoga Mat,3,411.88
2024-12-25,North,Sports,Yoga Mat,3,674.98
2024-12-26,South,Clothing,Winter Jacket,8,2452.83
2024-12-26,East,Home & Kitchen,LED Table Lamp,2,467.79
2024-12-28,East,Electronics,Bluetooth Speaker,8,2501.1
2024-12-28,North,Clothing,Men's Cotton T-Shirt,10,533.05
2024-12-28,North,Home & Kitchen,Vacuum Cleaner,3,5074.18
2024-12-28,North,Electronics,USB-C Charger 65W,2,1214.01
2024-12-29,East,Electronics,USB-C Charger 65W,6,1295.95
2024-12-29,West,Home & Kitchen,Air Purifier,6,6565.49
2024-12-29,North,Clothing,Men's Cotton T-Shirt,10,558.91
2024-12-30,South,Clothing,Denim Jeans,3,1786.62
2024-12-30,South,Clothing,Denim Jeans,1,1509.47
2024-12-30,West,Electronics,Power Bank 20000mAh,8,1594.12
2024-12-30,North,Clothing,Men's Cotton T-Shirt,13,571.93
2024-12-31,West,Sports,Yoga Mat,6,733.92
